tweet,label
tidak tahu kenapa saya bodoh sekali dalam hal mengingat bisa bisanya saya melupakan ulang tahun bestie saya padahal dari jauh hari ingat pas hari lupa jangankan dia ultah mami saya sendiri saja bisa lupa pas hari ada cara tidak sih buat jadi orang yang tidak lupaan capai,sad
gagal menjaga emosi di kata terakhir,sad
ini tadi saya beres beres saya tidak tahu kalau ada plastik yang digantungin di kursi meja makan itu isinya rambutan masih kecil kecil tinggal sedikit saya kira kulitnya saja jadi iya saya buang saja maklum tidak ada yang beres beres kalau tidak pas saya libur dimarah dong sampai marah sekali iya maaf saya rabun,sad
kalau bisa saya ingin mengulang waktu di tahun benci dengan keadaan sekarang terjebak diantara situasi yang membuat harus berpikir banyak hanya membuat tangisan di setiap harinya apakah bisa memutar waktu kembali,sad
pernah tidak sih kalian menyakiti diri sendiri biar tidak marah he,sad
kadang benci sama diri sendiri yang lemah sekali sedikit sedikit sakit sedikit sedikit sakit bikin repot semua orang,sad
bukan benci lebih tepatnya kecewa kemarin sih tidak sekarang iya hari esok iya tidak tahu tapi biasanya kecewa itu terbawa sampai kapanpun sih jadi iya silakan bawa semua barangbarang mu ambil kembali sisa sisa kehadiran mu agar yang tersisa hanyalah kisah mu saja,sad
adik ajak jogging pastu saya mimpi saya sudah jogging dengan dia aci lah itu hahahahaha bodoh sekarang,sad
saya gapaham kondisimu waktu kamu mencari saya buat bincangngobrol mirip biasanya itu mirip apa dan bodoh iya saya bahkan ceng ini gabutkasian maaf sekali saya tidak tahu kamu bakal semarah ini maaf sekali benaran saya tidak ada maksud buat begitu saya cuma bercanda mirip biasanya begitu,sad
saya janji memperbaiki diri demi kamu tapi maaf iya kalau buat jaga diri saya gabisaa saya benci diri saya sendiri,sad
hehehekalau saya kasihan ke diri sendiri karena kelemahan dan kekurangankekurangan yang saya punya jujur saja saya membenci hal itu saya benci kelemahan dan kekurangankekuranganku banyak halhal yang tidak bisa kulakukan karena hal itu doakan saya semoga bisa jadi lebih baik,sad
karena saya bodoh,sad
tapi cuy saya bahkan ke trigger lagi pikiran yang bikin kesal sama diri sendiri tertawa iya memang sih belum waktunya cuma sebenarnya saya tahu saya bisa sekali mirip begitu cuma tiap mau melangkah ada saja hambatannya gemas saja begitu mirip manusia bodoh sekali saya hapus ig dulu fix,sad
memang saya ateis saya kan pemuja fol ges coba jelasin secara rinci ateis yang tidak abal abal itu bagaimana kalau kamu memang pakar ateis kalau kamu tidak bisa jawab pasti kamu bakal mengatai saya cewek bodoh mirip tadi,sad
saya lihat hai bye mama baru prison play book baru episode sudah mewek saking terbawa emosi iya drama,sad
mana struknya sudah dibuang lagi bodoh sekali gueh,sad
awalnya saya sangat kesal dengan tapi lama lama bahkan kasihan,sad
kalau ingat saya bodoh sekali iya jadi cewek kadang sampai ingin menangis,sad
terlihat meyakinkan namun menyakitkan suatu saat kamu akan mengingatku entah sebagai orang bodoh yang berhasil kamu tipu atau sebagai orang baik yang kamu sia sia kan,sad
capai ih ingin marah bingung sama siapa,sad
sekali kalau saya dan cuma bisa balas seadanya dan siapa saya marah atau sebal wajar sih itu saya merasa bersalah,sad
maaf iya gais saya bodoh,sad
masa pagi sudah menangis benci sekali sama hati ku ini lemah,sad
saya terlalu keposeharusnya saya tidak tahu jadi tahu tapi mau bagaimana lagi pas tahu rasanya benci sekali sama dia tapi di satu sisi saya kasihan harus bagaimana juga tidak tahu jadi ini hanya rasa kasihan saja,sad
terlihat meyakinkan namun menyakitkan suatu sat kamu akan mengingat ku entah sebagai orang bodoh yang berhasil engkau tipu atau sebagai orang baik yang kamu sia siakan,sad
bagaimana iya rasanya hidup saya tidak bergairah saya tinggal dengan orang yang saya rasa tapi saya menggantungkan ekonomi sama dia meski dia pas pasan dan orang yang saya suka di bokek terus bodoh dan pengkhianat entah rasa saya masih ada apa tidak saya juga tidak berharap ketemu yang lebih menarik tidak mungkin,sad
sumpah kalau ingat mirip kok saya bodoh sudah cuma muah saja sekian detik sekarang saya menyesli itu karena mantan saya makin cakap anjing,sad
yang namanya terlanjur sayang itu ribet loh mau cuek tidak bisa mau marah tidak bisa bisanya cuma diam diemdiem menyesak diemdiem menangis,sad
dipaksa untuk mengerti perasaan emosi dirumah sedangkan tidak sebaliknya this its not fair,sad
kenapa saya bodoh sekali sih,sad
ah tidak mengerti sama aturan kerumunan kena sanksi ada yang hanya denda ada yang kena ada yang juta plus penjara bulanah sudahlah capai sama yang beginian maafkan saya yang bodoh dan dungu ini,sad
matimatian berusaha sayang sama diri sendiri bahkan di buat benci sama diri sendiri lagi cuma karena perkataan orang,sad
hai tidak tahu iya pagipagi begini ada yang mau baca keluhanku masih pagi sudah keluh iya jujur saja saya capai sekali hari terakhir rumah kacau sekali gede rasa gede rasa mama saya tiba tiba marah dan mengambek tidak jelas ke saya sama papa dia tidak mau masak di rumah pisah kamar dan lain cont,sad
dan menangis lagi pas prilly marah ke mama papanya ngeluapin semuanya saya menangis lagi yang di kehidupan prilly itu semua related,sad
ada beberapa hal yang patut kita berikan dan tidak tapi saya kita kadang terlalu bodoh untuk memberikan apa yang kita punya dengan orang yang bahkan kita tidak tahu apakah dia akan menetap atau pergi,sad
kayaknya gusti allah marah sama saya,sad
fasenya begini tibatiba mood melownangispengen marah tapi tidak bisagrutuntr pura pura biasa ajantr akhirnya ingin mengomong terus sampai capai baru nanti biasa lagi,sad
satu hal yang saya benci terlambat menyayangi seseorang,sad
menemani adekku main genshin di pas dia nyeritain soal gamenya panjang lebar pakai bahasa inggris tapi saya cuma oh hahah iyakah gangerti soalnya anjing berasa bodoh level akhir,sad
saya benci ketika menangis saat bersama temanku,sad
jangan marah padanya jika dia tidak lagi peduli tapi marahlah pada diri sendiri sebab ketika dia peduli kamu tidak pernah menghargai,sad
ayam mahal minyak masak mahal bahan mentah mahal anak naik harga banyak kang customer marah serba salah dibuatnya tidak tahulah sampai bila anak terus bertahan ada tidak peniaga yang rasa macam ini juga,sad
terlihat meyakinkan namun menyakitkan suatu saat kamu akan mengingatku entah sebagai orang bodoh yang berhasil kamu tipuatau sebagai orang baik yang kamu sia sia kan,sad
saya terlalu sayang kamu juga terlalu bodoh untuk memahami semua hanya permainanmu,sad
anjing ini episode sedih sekali bangsat saya menangis sampai hidung mampat,sad
part sih kala tantrum memang kerasa sekali emosi iya dari situ saya sudah mulai mewek,sad
micellar water bahkan mau buat bersihin kutek tolol sekali mikir apa kamu otakku yang kecil,sad
luka paling berat dan bikin trauma bangetbenci sekali tapi mirip iya udhudh terlanjur dan sudah terjdi ingin putar waktu lebih baik tidak kenal dia dari awaltp semua sudah terjdi iya,sad
sedih tapi tidak apa-apa setidaknya masih bisa ngabarin fan jadi iya tidak khawatir sekali karena ditinggal hilang,sad
mana banyak adkel alias malu sekali,sad
kemarin takut serok sekalinya hari berturutturum ijo terus sedih,sad
habis itu dia nge chat saya begitu loh habis nge chat iya begitu jadi dekat dekat beberapa kali tuh dia mengasih cokelat sama susu strawberry kalau tidak salah terus saya sama dia disekolah tidak pernah nyapa kadang eye contact saja soalnya dua duanya malu begitu kan agak sedih sih,sad
saya kok merasa ada difase maj up apapun malu iya sekarang,sad
dan pada akhirnya kamu menjadi bingung sama perasaan kamu sama pola pikir kamu terlalu takut untuk maju termenung dalam diam overthinking tiap malam masuk dunia virtual dan menjadi nyaman aman tentram tidak mau keluar mau tetap di sana bersama orangorang yang bisa mengerti kamu,sad
dia baik dia tanggung jawab dia perhatian dia pengganti sosok papahdia mengerti saya orang tuanya sayang anggap saya seperti anaknya dia tidak membiarkan saya sedih selalu khawatir kalau saya kenapa kenapa and now i lost him forever,sad
saat tetangga muslim meninggal meski kelakuannya sering jadi omongan bertaburanlah doa di wagtp saat tetangga non muslim yang jarang berkonflikhanya ucapan turut berduka yang terucapapakah mereka takut atau tidak mau mendoakanpadahal allah sebaik baik pengampun dosa astaghfirullah,sad
hahaha iya ini malu bahkan tidak bawa jeans lagi,sad
malu sama oke sendiri ingin sih sepertinya juga lebih santuy daripada fandom police tapi tidak kesampaian sedih,sad
malas bergerak membacamalu sendiri,sad
saya pernah resign dan memutuskan untuk berbisnis setelah saya resign saya tetap bangun pagi dan pakai kemeja terus nongkrong kerja di cafe sampai sore agar tetap terlihat bekerja semua itu saya lakukan agar ibu dan bapak saya tidak khawatir dengan keadaan saya cukup menyedihkan,sad
saya tuh memang suka gimik suka bercanda tapi kalau saya lagi serius iya tolong mengikuti serius lah kaya please baca situasi juga masa karena saya suka bercanda kamu jadi suka hidungmu suka dari ujung rambutmu sampai ujung kakimu semuanya saya suka malu ku tapi mau sedih,sad
tidak ada yang aneh aneh kok kecuali satu emot lope lope dari masa lalu tidak perlu takut saya diembat cowok lain saya tetap setia crushin kamu meski harus terluka melihat kamu bahagia,sad
somehow agak ragu kalau dibilang yang dicari talent karena pada dasarnya yang dilihat ada dua visual sama talent tapi wajar sih namanya juga showbiz indonesia saja begitu bagaimana korea cukup menyedihkan,sad
pernah juga saya ke sekolah pakai kutek pink mana datang terlambat iya ampun malu sekali sudah terlambat mana jelas jelas ngelanggar aturan sekolah ya sudah terpaksa dihapus,sad
memang tidak tahu malu manusia satu ini mau marah tapi tidak bisa,sad
no jangan begini ku malu sama masa lalu ku sedih soalnya kalau diinget,sad
terus pas lagi isi air tidak sengaja tumpah kena kabel reflek saya teriak biar dia cepat ambil kabelnya biar indak makin banyak kena air tapi kenapa saya yang kena marah padahal saya reflek teriak karena kaget,sad
tidak apa apa mbak kaget saja padahal saya juga membela mbak iya sedikit kecewa saja,sad
bahkan jika itu palsu terimakasih telah membuatku merasa penting,sad
bisa tidak sih kalau bimbingan itu tidak perlu digabung sama ayah si si saya kan jadi jiper malu sekali kalau ngang ngong ngang ngong kelihatan begonya,sad
biasanya kalau terlambat masuk suka disemprot sama gurunya jadi malu,sad
sama sekali sampai malas mengasih tahu kalau saya cewek kadang drivernya suka kaget loh cewek toh kak saya kira cowok sedih,sad
ayahku di alam kubur kayaknya malu juga anaknya jadi wibu begini,sad
mau menangis yedam sunu i did itu benar benar tidak menyangka sama sekali dapat hasil segini karena memang uas kemarin hopeless sekali takut tidak sesuai harapan dan bikin orangtua kecewa,sad
saya tahu malu iya hih,sad
kadang hanya dengan satu senyuman palsu kita bisa menyembunyikan begitu banyak rasa sakit,sad
dia tkde bagi apa apa tapi janji manis serta harapan palsu dia itu saya masih simpan,sad
sebelum dewasa sudah sendirian kemana mana tidak ada yang bisa diajak menemani soalnya sampai akhirnya sekarang kalau mau meminta temani tidak enak takut ganggu akhirnya sendiri lagi sad life,sad
kangen dunia tapi sudah tidak semangat layarin kapal huftfft,sad
sayangnya kanra masih belum puas,sad
kapal saya benaran karamm bahagia selalu kalian dengan jalannya masing masing sayonara,sad
tidak enak sekali bangun bangun badan panass,sad
tidak apa-apa masih ada besok ayo tetap menyerah jangan semangat,sad
iya tapi tidak enak badanku keseringan pulang pergi ini lagi menunggu sih teteh buat ngerokin maklum remaja jompo,sad
enak tidak enak kangen kerja tapi masih disuruh istirahat sama babeh,sad
rajin kerja tidak kalau punya semangat kerja yang tinggi mah tidak apa-apa,sad
tidak enak rasanya,sad
ovomaltine enak juga sih aduh menyesal sekali,sad
ih padahal enak yang beras merahh bahkan diganti syeddih,sad
pagiku tidak semangat karena belum disun sayang,sad
senyum tidak selalu berarti seseorang bahagia kadang seseorang tersenyum hanya karena tidak ingin menjelaskan kenapa hatinya,sad
sueer deh kangen itu tidak enak enak itu di kangenin di perhatikan di memanjakan di bahagiain sedih kesepian menunggu doi,sad
aqil lagi kurang enak badan dari kemarin siang dia pilek kasihan malam susah tidur karena mampat,sad
cewek itu tidak mau ngecewain cowoknya karena dia tahu kalau dikecewain orang yang disayang itu rasanya tidak enak dan sakit sekali,sad
ternyata tinggal di kos sendirian tidak seenak yang saya bayangkan lebih baik ada teman kamarnya jadi enak ada teman mengobrol,sad
kamu jahat tapi nikmat saya bingung,sad
enak sekali saya,sad
terus saya makan sampai dibawain minum dibilangin pakai ini yang biar enak intinya terus mengomong tidak berhenti saya sudah menahan menangis karena merasa bersalah saya jutekin,sad
pagi buta sarapan nasichiki boncabe perut mulai agak tidak enak,sad
harusnya tadi beli itu lupa nama membanyaki soalnha enak,sad
budayakan mengeluh jangan semangat,sad
saya baru bangun tidur dan semalam tidur cepat karena tidak enak badan batuk pilek tahu tahu bangun dengar denis bikin pengumuman kontrak sudah habis makin menambah sakit vine masih diam sampai sekarang tidak keluarkan pengumuman juga kah agensi anehsemoga baik baik saja,sad
saya yang meninggalkannya namun dia yang lebih dulu bahagia,sad
saya memang kurang segalanya tapi setidaknya kasih sayang ini cukup untuk membuatmu bahagia walaupun tidak sepenuhnya dan meski kamu selalu merasa diriku tidak pernah cukup,sad
tidak enak mau ngapangapain,sad
tiba tiba tidur bangun bangun terus tiba tiba tidak enak pikirannya tiba tiba ingin menangis tapi indak tahu sebabnya yuk kompromi yuk,sad
posisi sendiri itu memang enak tapi kalau lagi merasa sendirian tidak enak sekali kalian begitu juga tidak sih,sad
kenapa saya harus tidak enak badan pas weekend,sad
enak iya yang punya kapel chrissy kapan coba punya kapel,sad
mungkin hidup saya bakal bahagia kalau saya berasa orang yang menyayangi saya,sad
baru kali ini tidak keluar rumah beberapa hari gara gara tidak enak badan hari sebelumnya karena tidak punya pekerjaan,sad
tidak enak sekali iki,sad
seperti tidak ada semangat hidup,sad
tidak enak rasanya,sad
tahu ini padahal mah enak saya yang lain sudah di block duluan tuh,sad
tidak semangat hidup,sad
hari ini tidak semangat gara gara belum di mengucapkan selamat pagi sama sayang,sad
pagi pagi sudah dapat kabar saja dari teman antara sedih dan bahagia tapi banyk sedihnya sih,sad
both saja sudah agar kamu puas dan bahagia,sad
selamat pagi sakit apa kak saya juga kurang enak badan ini,sad
recovery tapi tetap tidak enak,sad
semangat iya saya juga sedih soalnya tapi tetap konsisten saja,sad
kapan sih bisa semangat ceriaa begitu pas berangkat kerja,sad
iya serius tidak masuk mengsedih samasama hydra semangat iya,sad
tidak enak badan karena hasil overthinking,sad
tidak enak badan,sad
tidak enak body,sad
iya allah mau nyerah tapi harus semangat,sad
ge mriyang tapi harus tetap kerja demi bisa bahagia dapat duit miris sedih,sad
enak sekali tapi hanya bisa melihat,sad
tidak semangat karena tidak di semangatin sayang,sad
dulu di sekolah memang banyak sekali yang tidak suka sama saya sih ditambah saya juga tidak cantik,sad
padahal saya suka sekali supergirl tapi dihilangin dari channelnya aduh sad sekali,sad
pusing sekali tapi suka sedih jadinya iya tidak kesampaian,sad
ketemu cowok itu di pekanbaru masih ingat sekali semua hal sama dialah walaupun tidak pernah jadian iya sesayang itu dulu sekarang sih dapat yang better tapi dengan kejadian itu saya bisa bilang ke anak perempuanku one day jangan mau di bilang suka terus kamu ambil hati kalau tidak diofficialin,sad
