tweet,label,tweet_asli
bangsat dikira saya hidup cuma apa apa buat suami apa gila iya,anger,bangsat dikira gue hidup cuma apa2 buat suami apa?? gila ya
dulu marah marah sekarang diam saja terus marahnya ke yang dipercaya,anger,"dulu marah marah, skrg diem aja terus marahnya ke yg dipercaya"
anaknya jadikan model saja bunda biar bisa balas dendam,anger,anaknya jadiin model aja bund biar bisa balas dendam
masih pagi sudah ada saja yang menyalakan api emosi,anger,masih pagi udah adaa aja yang menyalakan api emosi
anjing ada saja yang bikin emosi baca begini pagi,anger,"ajg ad aja yg bikin emosi baca gini pagi"""
saya sudah sabar iya tidak marahmarah atau ngatangatain jangan ngelunjak,anger,` aku udah sabar ya. gak marah-marah atau ngata-ngatain. jangan ngelunjak.
tolol saja yang ngeseriusin,anger,tolol aja yg ngeseriusin
berkoarkoar sajalah yang mirip begini sudah di sumpal pakai duit lah diam lah termasuk yang ngamukngamuk di sebut jin buang anak jin iya saja tidak marah kokyg manusianya ngamukngamuk sadarkah kalian itu sudah di provokasi woii di kampung saya juga ada tempat yang disebut begitu,anger,"berkoar-koar sajalah yg kek gini sudah di sumpal pakai duit la diem la termasuk yg ngamuk-ngamuk di sebut jin buang anak, jin nya saja gak marah kok..yg manusianya ngamuk-ngamuk, sadarkah kalian itu sudah di provokasi woii ? di kampung saya jg ada tempat yg disebut gitu"
ingin marah karena dia yang mendadak pakai ikut masuk mobil hanya yang ditakutin bukan diri sendiri sakit tapi takutnya bawa penyakit ke orang rumah,anger,"tbh pengin marah karena dia yg mendadak pake ikut masuk mobil. cuman yg ditakutin bukan diri sendiri sakit, tapi takutnya bawa penyakit ke orang rumah"
lebih marah saya kenapa kamu memakai bangun,anger,"lebih marah aku, kenapa kamu make bangun"
marah kat diri sendiri,anger,marah kat diri sendiri
pagi pagi pasti emosi,anger,pagi2 pasti emosi
benci sekali saya sama yang jualan agama agama cuma topeng,anger,benci banget gw sama yg jualan agama.. agama cuma topeng.
pagipagi sudah dibikin emosi saja sama skuad ferrari,anger,pagi-pagi udh dibikin emosi aja ama skuad ferrari.
saya bohong drmana saya kan sudah mengaku saya pemuja fall teman-teman dari kemarin saya bukan panteis kamu lupa dasar tua bangka najis sudah mabok agama banci tidak bisa ngacenk pikun pula jelasin deh letak bohong saya dimana palingan nanti mengatai saya cewek bodoh lagi sok disgusting,anger,"saya boong drmana? saya kan udh ngaku saya pemuja fall guys dr kemaren? saya bukan panteis. kamu lupa? dasar tua bangka najis. udah mabok agama, banci, gabisa ngacenk, pikun pula. jelasin deh letak boong saya dimana, palingan ntar ngatain saya cewe bego lagi, so disgusting"
tidak perlu mengasih saya aturan diluar kemampuan saya kamu bukan siapa siapa bodoh,anger,"gausah ngasih gua aturan diluar kemampuan gua, lu bukan siapa siapa bego."
iya anjing ih benci sekali,anger,iya ajgg ih benci bgt
bikin emosi saja pagi,anger,"bikin emosi aja pagi"""
saya sudah pernah menonton kisah seperti ini sebelumnya dan saya benci endingnya,anger,"aku sudah pernah ""menonton"" kisah seperti ini sebelumnya, dan aku benci endingnya +-+"
memang paling benar pagi pagi tidak perlu buka twitter emosi anjing,anger,"emang paling bener pagi pagi gausah buka twitter, emosi anjg"
ekspresif marah di iya ke teman juga iya,anger,ekspresif marah di tl iya ke temen juga iyaa
dinamik socmed au joongdok tidak jauh dari physical attack lahir batin selamat pagi saya bawa kisah kebodohan fresh from the oven seseorang yang memang pantas dikatai bodoh tidak sanggup lagi saya anjing,anger,"dinamik socmed au joongdok gak jauh dari physical attack lahir batin. selamat pagi, saya bawa kisah kebodohan (fresh from the oven) seseorang yang memang pantas dikatain bego. ga sanggup lagi gua anjir."
oalah masih pagi sudah dibikin emosi,anger,oalah masi pagi sudah dibikin emosi.
kapan kamu tidak lagi jadi penjilat manusia paling bodoh di indonesia adalah ruhut,anger,kapan kau tdk lagi jadi penjilat.. manusia paling bego di indonesia adalah ruhut
pagi pagi sudah rosak mood lah thial anak orang tolong kamu tidak payah lah marah marah elok orang ikhlas jadi terpaksa pula halah,anger,pagi pagi dah rosak mood lah thial. nak orang tolong kau tak payah la marah marah elok orang ikhlas jadi terpaksa pulak halah.
malas sekali masih pagi sudah ada saja yang bikin gondok hadehh emosi,anger,"mls bgt, msh pagi ud ad aja yg bkin gondok hadehh emosi"
kamu paling susah di ayoin sih bangsat,anger,lu paling susah di ayoin sih bangsat.
dijamin emosi,anger,dijamin emosi
dikirimin kuis tebak mana fotoku dan salah nebak bahkan marah marah kan tidak kelihatan,anger,"tbtb dikirimin kuis tebak mana fotoku dan salah nebak, malah marah marah, kan ga keliatan"
tinggal like saja kan bisa kok marah sih,anger,tinggal like aja kan bisa kok marah si
jangan jadi orang tolol lah anjing semua orang tahu kalau kamu melakukan salah semua orang tahu kalau kamu sampah kamu bajingan jadi jangan ngarepin belas kasih dari orang yang sudah kamu kecewain,anger,"jangan jadi orang tolol lah anjing, semua orang tau kalau lu ngelakuin salah semua orang tau kalau lu sampah lu bajingan jadi jangan ngarepin belas kasih dr orang yg udah lu kecewain"
kadang suka bingung sama cewek yang mencari sugar daddy pengennya yang baiktuluspengertian giliran di apai tidak mau iya itu bapak kamu kan ada tolol kalau konteksnya sama,anger,"kadang"" suka bingung ama cewe yg nyari sugar daddy pengennya yang baik,tulus,pengertian giliran di apa""in gamau ya itu bapak lu kan ada tolol kalo konteksnya sama"
dengar suara orang yang makannya ngecap asli emosi aink,anger,dgr suara org yg makannya ngecap asli emosi aink
yaallah kenapa sih pagipagi sudah dibikin emosi saja please ini weekend tolonglah kalau mau pulang iya pulang saja tidak perlu tanyatanya saya kan saya juga jadi ikut mikir,anger,yaallah kenapa sih pagi-pagi udah dibikin emosi aja please ini weekend tolonglah kalau mau pulang ya pulang aja kaga usah tanya-tanya gue kan gue juga jadi ikut mikir!
bodoh banggang tidak sedaq dengan kediri sendiri itu orang kata jenis tidak reti bersyukur bang lah banyak mana pun tetap takkan cukup ada hati pula cantas saya bukan main bodoh banggang lagi habaq kita lani tukaq senang orang tua takdak sudah nanti semua saya potong nama,anger,bodoh banggang tak sedaq dgn kediri sendiri tu org kata jenis tak reti nk bersyukur bg p la bnyk mna pun ttp takkan cukup nk ada hati pulak nk cantas aku bukan main bodoh banggang lagi habaq kta lani nk tukaq senang org tua takdak dh nanti semua aku potong nama
benci tahu rasanya harus bertengkar sama perasaan diri sendiri,anger,benci tau rasanya harus bertengkar sama perasaan diri sendiri
aduh benci ah last last minit xnak hantar,anger,aduh benci ah last2 minit xnak hantar.
tahu elah tolol sekali finishingnya busuk aslii padahal di lapangan nguasain pertandingan nyeselkan absen trophy lagi saja musim ini mengcape benar lah,anger,"tau elah tolol banget finishingnya busuk aslii padahal di lapangan nguasain pertandingan, nyeselkan absen trophy lagi aja musim ini mengcape bener lah"
mana katanya ngehargain keberadaan saya kalau meminta saja maunya diturutin giliran saya meminta tidak diturutin giliran saya marah saya juga yang salah aduh yaallah,anger,"mana katanya ngehargain keberadaan gue? kalo minta aja maunya diturutin, giliran gua minta gak diturutin. giliran gue marah gue juga yg salah hadeh yaallah"
kamu tahu seberapa saya keselnya di shop tidak ada sama sekali paketnya harus cek history sama recommend for you baru kelihatan kan tidak jelas bikin emosi pagi pagi benci sekali pakai mytelkomsel tidak jelas,anger,"lu tau seberapa gue keselnya? di shop gak ada sama sekali paketnya, harus cek history sama recommend for you baru keliatan. kan gak jelas bikin emosi pagi pagi benci bgt pake mytelkomsel gak jelas!!"
sudah facebook kamu unfollow alah bijak ingat saya bodoh,anger,dh fb kau unfollow alah bijak ingat aku bodoh
sih tolol sudah tahu crush iya tidak mengerti bahasa inggris bahkan ngode pakai lagu western,anger,"si tolol udah tau crush nya ga ngerti bahasa inggris, malah ngode pake lagu western."
bodoh sekali anda liga spanyol nomor 1siapa,anger,bodoh sekali anda liga spanyol nmr 1siapa?
sudah lah paksa paksa pastu anak marah,anger,dah la paksa paksa pastu nak marah
bangsat saya mirip orang gila ngegalauin cowok orang,anger,bangsat gue kayak orang gila ngegalauin cowo orang
nanti derang keluarkan lah statement meminta maaf dan senarai alasan bodoh itu macam tidak biasa,anger,nanti derang keluarkan la statement minta maaf dan senarai alasan bodoh tu. macam tak biasa.
emosi sekali lihatnya,anger,emosi bgt liatnya
pagi suka sudah ada uwu uwu bangsat malas ini,anger,"pagi"" suka dh ad uwu uwu bangsat males in"
harusnya bisa lebih bijak tapi efek booster dan kecapekan jadinya ikut emosi dewe cant control seellf,anger,"harusnya bisa lebih bijak, tapi efek booster dan kecapekan jadinya melu emosi deweeeeeeee. can't control my seellffff"
bangsat tahu saja lagi kamu dip,anger,bangsat tau aja lg lu dip
masih jengkel maksimal tapi tetap ada ditengahtengah ada kaki yang terus berusaha di seimbangkan you did well sis keep goin cuma lebih objektif dan bijak saja jangan mau dibodohi pihak ini hidupmu kamu berhak bahagia jangan tidak bahagia demi bikin orang lain bahagia,anger,"masio jengkel maksimal. tapi tetep. ada ditengah-tengah. ada 2 kaki yg terus berusaha di seimbangkan. you did well sis, keep goin, cuma, lebih objektif dan bijak aja. jangan mau dibodohi 1 pihak. ini hidupmu, kamu berhak bahagia. jangan ga bahagia demi bikin orang lain bahagia."
saya sebagai yang pernah juga berusaha untuk tidak panik saya kasih tahu lah kalau teman teman yang lain harus langsung pada swab antigen dulu saja blabla ternyata dia ngeprank saja saya emosi dong disitu dikeluarin lah semua stiker kata kata mutiara saya saya marah marah di grup karena tidak lucu becandaanny,anger,"aku sbg yg pernah + juga berusaha utk tidak panik, aku kasih tau lah kalo temen2 yg lain hrs lgsg pada swab, antigen dulu aja blabla. ternyata, dia ngeprank doang. aku emosi dong disitu. dikeluarin lah semua stiker kata2 mutiara aku. aku marah2 di grup. krn ga lucu becandaanny"
weekend ruined haih penat lah bodoh jadi supporter mu ini,anger,weekend ruined. haih penat la bodoh jadi supporter mu ni
memang kamu punya agama benci sekali sama yang berbau islam begitu,anger,"wkwkwk emang lo punya agama, benci banget sm yg berbau islam gitu"
jijik kamu menjadi pembohong untuk menutupi fakta bahwa kamu ini selain baperan juga bodoh ini adalah perbuatan paling menjijikkan yang dapat dilakukan manusia mengaku panteis bohong mengaku ngikuti astronomi bohong pembohong huek mengaku anak ugmui,anger,"jijik. kamu menjadi pembohong untuk menutupi fakta bahwa kamu ini, selain baperan, juga bodoh. ini adalah perbuatan paling menjijikkan yang dapat dilakukan manusia. ngaku panteis, bohong. ngaku ngikuti astronomi bohong. pembohong huek. ngaku anak ugm/ui?"
bukan pick me tapi dijamin emosi,anger,bukan pick me tapi dijamin emosi
kalau main tiktok bikin kamu jadi orang tolol tidak beradab tidak tahu toleransi better kamu stop main tiktok hanya karena konten jadi kehilangan attitude,anger,"kalo main tiktok bikin lu jadi orang tolol, gak beradab, gak tau toleransi better u stop main tiktok. hanya karna konten jadi kehilangan attitude"
laki kamu tuh cuma parasit saja tidak kerja tapi menambah beban cuma numpang hidup saja tolol,anger,"lakik lo tuh cuma parasit doang, kaga kerja tapi nambah beban. cuma numpang idup doang tolol"
tertawa fan aot marah gara gara kalah rank sama sono bisque doll,anger,haha fans aot marah gara2 kalah rank sama sono bisque doll
mimpi kok bikin emosi orang bikin lapar lagi pokoke maadyang sugeng enjing bahagia weekend,anger,"ngimpi koq bikin emosi org .. bikin laper lg.. pokok'e maadyaaaaang.. sugeng enjing, happy weekend"
ruhut kader terbaik dalam hal menjilatbego di pelihara tidak punya urat malu,anger,"ruhut kader terbaik dlm hal menjilat..bego di pelihara, ga punya urat malu"
baru kemarin ketemu spesies yang begini mana dia mengomong dibesarin lagi suaranya sampai sekelas dengar saya balas lah emosi kali saya wak,anger,baru kemarin ketemu spesies yang begini. mana dia ngomong dibesarin lagi suaranya sampe sekelas denger. aku balas lah emosi kali aku wak
kayaknya ini sudah lama sekali saya tidak marahmarah habis baca,anger,kayaknya ini udah lama bangt gue nggak marah-marah abis baca ff..
dikira kaget bisa menyelesaikan masalah anggaran yang membengkak,anger,dikira kaget bisa menyelesaikan masalah anggaran yg membengkak.. ?!
kaget saja tidak guna sekali,anger,kaget doang ga guna banget
kasihan teman acara ultah kemarin ditunda gara gara contact setelah ditunda banyak yang pamit maaf tidak bisa datang tanpa mengasih alasan bilang saja mulut mulut tervaksin kamu pada takut heboh season sendirinya tidak percaya keampuhan vaksin tapi suruh suruh orang vaksin tidak lucu,anger,"kasian temen acara ultah, kmrn ditunda gara2 contact +, setelah ditunda banyak yg pamit maap ga bisa datang tanpa ngasih alesan. bilang aja congor2 tervaksin lu pada takut heboh season 3. sendirinya gak percaya keampuhan vaksin tapi nyuruh2 orang vaksin. gak lucu."
ngentott cacat kabeh toto kromone,anger,ngentott cacat kabeh toto kromone
malaysia ini tokey besar lah jadi payung orang politik sebab itu anak kawal harga barang pun takut anak tekan orang tengah tidak berani tokey besar bagi komisen banyak kat orang politik subprojek dekat tokey besar dapat komisen pun sudah boleh mirip keturunan,anger,malaysia ni. tokey besar la jadi payung orang politik. sebab tu nak kawal harga barang pun takut. nak tekan orang tengah tak berani. tokey besar bagi komisen banyak kat orang politik. subprojek dekat tokey besar. dapat komisen pun dah boleh kaya 7 keturunan
iyalah ci saya yakin pas saya ribut sama akun saja dia ada mengaku mengaku mantanku terus tujuannya apa coba kalau tidak jualan cerita palsu dia babikk benar orang itu dan laporan buat sih sudah tidak pergi tidak suruh dia buka iya dulu yang mengaku mengaku mantanku kesal,anger,"iyalah ci aku yakin 100% pas aq ribut sama akun aja dia ada dm ngaku2 mantanku trus tujuannya apa coba kalau gk jualan cerita palsu dia, babikk bener orng itu , dan laporan buat si udah tak cabut tak suruh dia buka dm nya dlu yg ngaku2 mantanku, kesel"
profesor begini saya resign dari kampus lebih baik bikin malu almameter kesal,anger,"profesor begini, saya resign dari kampus mendingan, bikin malu almameter, kesel"
jika kita tidak membangun apakah lebih mirip kalian khawatir indonesia akan dapat dana yang sangat besar dari timur tengah dan lain mengawatirkan iya bisa maju negara ini sulit dibodohi,anger,"jika kita tidak membangun apakah lebih kaya!? kalian khawatir indonesia akan dapat dana yg sangat besar dari timur tengah dll, mengawatirkan ya? bisa maju negara ini? sulit dibodohi."
berlebihan sekali anjing menangis sampai tersedu sedu mirip diapakan orang malu anjing,anger,lebay bgt anjir nangis smpe tersedu sedu kaya diapain org malu anjir
palu kamu kira kuli pea,anger,"palu kau kira kuli, pea"
anjing ini akun gila bodoh dongo bikin saya kaget saja,anger,anjirr ini akun gilak bego dongo bikin gw kaget aja
ini maksutnya malu apa malu palu sih yang jelas dong,anger,"ini maksutnya malu shy apa malu ""palu"" sih?! yang jelas dong!!"
ngeri kieu euy tidak tilil idiot bodoh bodoh,anger,ngeri kieu euy gg tilil idiot bego bodoh
tidak kaget kalau tahu pendukung gubernur kafir,anger,gak kaget kalo tau pendukung gubernur kafir
rakyat sudah ribut dari kemarin lalu baru kaget sekarang mereka digaji dengan uang rakyat kemarin mengapai saja bukannya harusnya check balances bikin eksmosi,anger,"rakyat sudah ribut dari kemarin, lalu dpr baru kaget sekarang. mereka digaji dengan uang rakyat kemarin ngapain aja? bukannya dpr harusnya check balances? Bikin eksmosi"
sudah deh mengaku saja siapa yang mbeking ini bupati tidak takut dihisab panitia hari akhir kakak perempuan,anger,udah deh ngaku aja siapa yang mbeking nih bupati. ga takut dihisab panitia hari akhir tah?
saya butuh kepastian bukan harapan palsu,anger,"aku butuh kepastian, bukan harapan palsu!"
